transcirc_id	circ_strand	circ_chrom	tis_coordinate_hg38	tis_position_in_circrna
TC-hsa-FNDC3B_0029	+	chr3	172112492	41
TC-hsa-FNDC3B_0030	+	chr3	172112492	41
TC-hsa-FNDC3B_0031	+	chr3	172112492	41
TC-hsa-FNDC3B_0032	+	chr3	172112492	41
TC-hsa-FNDC3B_0033	+	chr3	172112492	41
TC-hsa-FNDC3B_0034	+	chr3	172112492	41
TC-hsa-FNDC3B_0035	+	chr3	172112492	41
TC-hsa-FNDC3B_0036	+	chr3	172112492	41
TC-hsa-FNDC3B_0037	+	chr3	172112492	41
TC-hsa-FNDC3B_0038	+	chr3	172112492	41
TC-hsa-FNDC3B_0039	+	chr3	172112492	41
TC-hsa-FNDC3B_0040	+	chr3	172112492	41
TC-hsa-FNDC3B_0042	+	chr3	172112492	41
TC-hsa-FNDC3B_0043	+	chr3	172112492	41
TC-hsa-FNDC3B_0045	+	chr3	172112492	41
TC-hsa-GNB4_0013	-	chr3	179426200	43
TC-hsa-GNB4_0019	-	chr3	179426200	43
TC-hsa-GNB4_0025	-	chr3	179426200	26
TC-hsa-GNB4_0026	-	chr3	179426200	43
TC-hsa-GNB4_0027	-	chr3	179426200	43
TC-hsa-GNB4_0028	-	chr3	179426200	43
TC-hsa-GNB4_0029	-	chr3	179426200	43
TC-hsa-GNB4_0033	-	chr3	179426200	43
TC-hsa-GNB4_0036	-	chr3	179426200	43
TC-hsa-GNB4_0037	-	chr3	179426200	43
TC-hsa-GNB4_0038	-	chr3	179426200	43
TC-hsa-GNB4_0039	-	chr3	179426200	43
TC-hsa-GNB4_0040	-	chr3	179426200	43
TC-hsa-GNB4_0041	-	chr3	179426200	43
TC-hsa-ECT2_0001	+	chr3	172750791	48
TC-hsa-ECT2_0001	+	chr3	172754531	137
TC-hsa-ECT2_0002	+	chr3	172754531	23
TC-hsa-ECT2_0003	+	chr3	172754531	23
TC-hsa-ECT2_0005	+	chr3	172754531	23
TC-hsa-FNDC3B_0002	+	chr3	172112492	112
TC-hsa-FNDC3B_0005	+	chr3	172112492	41
TC-hsa-FNDC3B_0008	+	chr3	172112492	41
TC-hsa-FNDC3B_0011	+	chr3	172112492	41
TC-hsa-ECT2_0004	+	chr3	172754531	23
TC-hsa-TBL1XR1_0009	-	chr3	177064961	138
TC-hsa-TBL1XR1_0028	-	chr3	177064961	62
TC-hsa-TBL1XR1_0033	-	chr3	177064961	62
TC-hsa-TBL1XR1_0034	-	chr3	177064961	138
TC-hsa-TBL1XR1_0035	-	chr3	177064961	138
TC-hsa-TBL1XR1_0036	-	chr3	177064961	138
TC-hsa-TBL1XR1_0037	-	chr3	177064961	62
TC-hsa-TBL1XR1_0039	-	chr3	177064961	62
TC-hsa-TBL1XR1_0040	-	chr3	177064961	62
TC-hsa-TBL1XR1_0042	-	chr3	177064961	62
TC-hsa-TBL1XR1_0044	-	chr3	177064961	138
TC-hsa-TBL1XR1_0046	-	chr3	177064961	138
TC-hsa-TBL1XR1_0047	-	chr3	177064961	138
TC-hsa-TBL1XR1_0051	-	chr3	177064961	211
TC-hsa-PIK3CA_0001	+	chr3	179198826	77
TC-hsa-PIK3CA_0002	+	chr3	179198826	77
TC-hsa-PIK3CA_0003	+	chr3	179198826	77
TC-hsa-PIK3CA_0004	+	chr3	179198826	77
TC-hsa-PIK3CA_0005	+	chr3	179198826	77
TC-hsa-PIK3CA_0006	+	chr3	179198826	77
TC-hsa-PIK3CA_0007	+	chr3	179198826	77
TC-hsa-GNB4_0011	-	chr3	179426200	26
TC-hsa-GNB4_0012	-	chr3	179426200	43
TC-hsa-KLHL24_0001	+	chr3	183650357	125
TC-hsa-KLHL24_0003	+	chr3	183650357	125
TC-hsa-KLHL24_0004	+	chr3	183650357	125
TC-hsa-KLHL24_0005	+	chr3	183650357	125
TC-hsa-KLHL24_0006	+	chr3	183650357	125
TC-hsa-KLHL24_0007	+	chr3	183650357	125
TC-hsa-KLHL24_0012	+	chr3	183650357	125
TC-hsa-LPP_0008	+	chr3	188406121	247
TC-hsa-LPP_0016	+	chr3	188406121	119
TC-hsa-YEATS2_0002	+	chr3	183715163	20
TC-hsa-YEATS2_0004	+	chr3	183715163	20
TC-hsa-YEATS2_0012	+	chr3	183715163	20
TC-hsa-YEATS2_0014	+	chr3	183715163	20
TC-hsa-YEATS2_0020	+	chr3	183715163	20
TC-hsa-YEATS2_0022	+	chr3	183715163	20
TC-hsa-YEATS2_0025	+	chr3	183715163	20
TC-hsa-YEATS2_0029	+	chr3	183715163	20
TC-hsa-LPP_0024	+	chr3	188406121	10
TC-hsa-LPP_0026	+	chr3	188406121	10
TC-hsa-LPP_0028	+	chr3	188406121	10
TC-hsa-LPP_0029	+	chr3	188406121	10
TC-hsa-LPP_0030	+	chr3	188406121	10
TC-hsa-LPP_0031	+	chr3	188406121	10
TC-hsa-LPP_0033	+	chr3	188406121	10
TC-hsa-GNB4_0018	-	chr3	179426200	43
TC-hsa-EHHADH_0016	-	chr3	185254022	24
TC-hsa-YEATS2_0030	+	chr3	183715163	20
TC-hsa-LPP_0027	+	chr3	188406121	10
TC-hsa-KLHL24_0020	+	chr3	183650357	62
TC-hsa-KLHL24_0022	+	chr3	183650357	62
TC-hsa-KLHL24_0024	+	chr3	183650357	62
TC-hsa-EIF4G1_0003	+	chr3	184315792	30
TC-hsa-YEATS2_0032	+	chr3	183715163	20
TC-hsa-YEATS2_0037	+	chr3	183715163	20
TC-hsa-YEATS2_0041	+	chr3	183715163	20
TC-hsa-DNAJB11_0001	+	chr3	186570898	6
TC-hsa-KLHL24_0008	+	chr3	183650357	125
TC-hsa-KLHL24_0009	+	chr3	183650357	125
TC-hsa-KLHL24_0010	+	chr3	183650357	125
TC-hsa-KLHL24_0011	+	chr3	183650357	125
TC-hsa-KLHL24_0013	+	chr3	183650357	62
TC-hsa-KLHL24_0014	+	chr3	183650357	62
TC-hsa-KLHL24_0015	+	chr3	183650357	62
TC-hsa-KLHL24_0016	+	chr3	183650357	62
TC-hsa-KLHL24_0017	+	chr3	183650357	62
TC-hsa-KLHL24_0018	+	chr3	183650357	62
TC-hsa-KLHL24_0019	+	chr3	183650357	62
TC-hsa-YEATS2_0005	+	chr3	183715163	20
TC-hsa-YEATS2_0006	+	chr3	183715163	20
TC-hsa-SENP2_0008	+	chr3	185598448	93
TC-hsa-SENP2_0018	+	chr3	185598448	37
TC-hsa-LPP_0020	+	chr3	188406121	10
TC-hsa-LPP_0021	+	chr3	188406121	10
TC-hsa-LPP_0023	+	chr3	188406121	10
TC-hsa-LPP_0032	+	chr3	188406121	10
TC-hsa-KLHL24_0021	+	chr3	183650357	62
TC-hsa-KLHL24_0023	+	chr3	183650357	62
TC-hsa-RPL39L_0001	-	chr3	187121261	132
TC-hsa-RPL39L_0001	-	chr3	187121300	93
TC-hsa-YEATS2_0018	+	chr3	183715163	20
TC-hsa-HES1_0001	+	chr3	194136163	10
TC-hsa-HES1_0001	+	chr3	194136210	57
TC-hsa-HES1_0001	+	chr3	194136266	113
TC-hsa-TFRC_0059	-	chr3	196077096	27
TC-hsa-YEATS2_0034	+	chr3	183715163	20
TC-hsa-YEATS2_0036	+	chr3	183715163	20
TC-hsa-YEATS2_0038	+	chr3	183715163	20
TC-hsa-YEATS2_0007	+	chr3	183715163	20
TC-hsa-YEATS2_0009	+	chr3	183715163	20
TC-hsa-YEATS2_0015	+	chr3	183715163	20
TC-hsa-YEATS2_0026	+	chr3	183715163	20
TC-hsa-ADD1_0001	+	chr4	2875916	21
TC-hsa-ADD1_0003	+	chr4	2875916	21
TC-hsa-ADD1_0004	+	chr4	2875916	21
TC-hsa-ADD1_0006	+	chr4	2875916	21
TC-hsa-ADD1_0012	+	chr4	2875916	21
TC-hsa-ADD1_0016	+	chr4	2875916	21
TC-hsa-PIGG_0001	+	chr4	499336	38
TC-hsa-YEATS2_0027	+	chr3	183715163	20
TC-hsa-LPP_0017	+	chr3	188406121	32
TC-hsa-LPP_0018	+	chr3	188406121	10
TC-hsa-LPP_0019	+	chr3	188406121	10
TC-hsa-LPP_0022	+	chr3	188406121	10
TC-hsa-LPP_0025	+	chr3	188406121	10
TC-hsa-ATP5I_0001	-	chr4	674247	1
TC-hsa-ADD1_0009	+	chr4	2875916	21
TC-hsa-ADD1_0011	+	chr4	2875916	21
TC-hsa-ADD1_0017	+	chr4	2875916	21
TC-hsa-SENP2_0003	+	chr3	185598448	93
TC-hsa-TFRC_0039	-	chr3	196077096	27
TC-hsa-TFRC_0072	-	chr3	196077096	27
TC-hsa-TFRC_0090	-	chr3	196077096	27
TC-hsa-PCYT1A_0012	-	chr3	196270531	11
TC-hsa-EIF4G1_0001	+	chr3	184315792	30
TC-hsa-SENP2_0006	+	chr3	185598448	93
TC-hsa-SENP2_0011	+	chr3	185598448	37
TC-hsa-YEATS2_0033	+	chr3	183715163	20
TC-hsa-YEATS2_0035	+	chr3	183715163	20
TC-hsa-YEATS2_0039	+	chr3	183715163	20
TC-hsa-LPP_0015	+	chr3	188406121	133
TC-hsa-YEATS2_0001	+	chr3	183715163	111
TC-hsa-YEATS2_0003	+	chr3	183715163	20
TC-hsa-YEATS2_0008	+	chr3	183715163	20
TC-hsa-YEATS2_0010	+	chr3	183715163	20
TC-hsa-YEATS2_0011	+	chr3	183715163	20
TC-hsa-YEATS2_0013	+	chr3	183715163	20
TC-hsa-YEATS2_0016	+	chr3	183715163	20
TC-hsa-YEATS2_0017	+	chr3	183715163	20
TC-hsa-YEATS2_0019	+	chr3	183715163	20
TC-hsa-YEATS2_0021	+	chr3	183715163	20
TC-hsa-YEATS2_0023	+	chr3	183715163	20
TC-hsa-YEATS2_0024	+	chr3	183715163	20
TC-hsa-SENP2_0013	+	chr3	185598448	37
TC-hsa-SENP2_0016	+	chr3	185598448	37
TC-hsa-TFRC_0033	-	chr3	196077096	27
TC-hsa-TFRC_0046	-	chr3	196077096	27
TC-hsa-TFRC_0071	-	chr3	196077096	27
TC-hsa-TFRC_0077	-	chr3	196077096	27
TC-hsa-TFRC_0078	-	chr3	196077096	27
TC-hsa-TFRC_0079	-	chr3	196077096	71
TC-hsa-PCGF3_0001	+	chr4	705860	77
TC-hsa-WHSC1_0007	+	chr4	1900654	29
TC-hsa-ADD1_0018	+	chr4	2875916	21
TC-hsa-PCYT1A_0011	-	chr3	196270531	11
TC-hsa-TFRC_0083	-	chr3	196077096	27
TC-hsa-TFRC_0085	-	chr3	196077096	27
TC-hsa-ZNF732_0002	-	chr4	296136	20
TC-hsa-YEATS2_0028	+	chr3	183715163	20
TC-hsa-YEATS2_0031	+	chr3	183715163	20
TC-hsa-TFRC_0089	-	chr3	196077096	27
TC-hsa-PCYT1A_0004	-	chr3	196270531	11
TC-hsa-PCYT1A_0006	-	chr3	196270531	11
TC-hsa-PCYT1A_0007	-	chr3	196270531	11
TC-hsa-TFRC_0066	-	chr3	196077096	27
TC-hsa-WHSC1_0027	+	chr4	1900654	29
TC-hsa-WHSC1_0028	+	chr4	1900654	29
TC-hsa-WHSC1_0029	+	chr4	1900654	29
TC-hsa-WHSC1_0031	+	chr4	1900654	29
TC-hsa-WHSC1_0032	+	chr4	1900654	29
TC-hsa-WHSC1_0033	+	chr4	1900654	29
TC-hsa-WHSC1_0016	+	chr4	1900654	29
TC-hsa-WHSC1_0017	+	chr4	1900654	29
TC-hsa-WHSC1_0018	+	chr4	1900654	29
TC-hsa-WHSC1_0019	+	chr4	1900654	29
TC-hsa-WHSC1_0020	+	chr4	1900654	29
TC-hsa-WHSC1_0021	+	chr4	1900654	29
TC-hsa-WHSC1_0022	+	chr4	1900654	29
TC-hsa-WHSC1_0023	+	chr4	1900654	29
TC-hsa-ZNF732_0001	-	chr4	296136	20
TC-hsa-WHSC1_0015	+	chr4	1900654	29
TC-hsa-WHSC1_0034	+	chr4	1900654	29
TC-hsa-WHSC1_0001	+	chr4	1900654	29
TC-hsa-WHSC1_0002	+	chr4	1900654	29
TC-hsa-WHSC1_0008	+	chr4	1900654	29
TC-hsa-WHSC1_0009	+	chr4	1900654	29
TC-hsa-WHSC1_0010	+	chr4	1900654	29
TC-hsa-WHSC1_0012	+	chr4	1900654	29
TC-hsa-PCYT1A_0008	-	chr3	196270531	11
TC-hsa-PCYT1A_0009	-	chr3	196270531	11
TC-hsa-PCYT1A_0010	-	chr3	196270531	11
TC-hsa-WHSC1_0013	+	chr4	1900654	29
TC-hsa-WHSC1_0014	+	chr4	1900654	29
TC-hsa-SENP2_0005	+	chr3	185598448	93
TC-hsa-SENP2_0007	+	chr3	185598448	93
TC-hsa-SENP2_0009	+	chr3	185598448	93
TC-hsa-SENP2_0015	+	chr3	185598448	37
TC-hsa-SENP2_0017	+	chr3	185598448	37
TC-hsa-LPP_0014	+	chr3	188406121	133
TC-hsa-EIF4G1_0002	+	chr3	184315792	30
TC-hsa-EIF4G1_0002	+	chr3	184316192	155
TC-hsa-SENP2_0002	+	chr3	185598448	93
TC-hsa-SENP2_0004	+	chr3	185598448	93
TC-hsa-SENP2_0010	+	chr3	185598448	37
TC-hsa-SENP2_0012	+	chr3	185598448	37
TC-hsa-SENP2_0014	+	chr3	185598448	37
TC-hsa-ADD1_0002	+	chr4	2875916	21
TC-hsa-ADD1_0005	+	chr4	2875916	21
TC-hsa-ADD1_0007	+	chr4	2875916	21
TC-hsa-ADD1_0008	+	chr4	2875916	21
TC-hsa-ADD1_0010	+	chr4	2875916	21
TC-hsa-ADD1_0013	+	chr4	2875916	21
TC-hsa-ADD1_0014	+	chr4	2875916	21
TC-hsa-YEATS2_0040	+	chr3	183715163	20
TC-hsa-ACOX3_0013	-	chr4	8416521	15
TC-hsa-WHSC1_0003	+	chr4	1900654	29
TC-hsa-WHSC1_0006	+	chr4	1900654	29
TC-hsa-ADD1_0015	+	chr4	2875916	21
TC-hsa-LRPAP1_0004	-	chr4	3524964	88
TC-hsa-LRPAP1_0005	-	chr4	3524964	88
TC-hsa-LRPAP1_0006	-	chr4	3524964	302
TC-hsa-LRPAP1_0006	-	chr4	3532247	176
TC-hsa-CC2D2A_0001	+	chr4	15480728	173
TC-hsa-CC2D2A_0003	+	chr4	15480728	166
TC-hsa-CC2D2A_0004	+	chr4	15480728	166
TC-hsa-FAM200B_0001	+	chr4	15686306	65
TC-hsa-NCAPG_0001	+	chr4	17811078	49
TC-hsa-MRFAP1_0001	+	chr4	6640830	3
TC-hsa-MRFAP1L1_0002	-	chr4	6709667	144
TC-hsa-MRFAP1L1_0002	-	chr4	6709734	77
TC-hsa-KIAA0232_0001	+	chr4	6824263	79
TC-hsa-KIAA0232_0002	+	chr4	6824263	79
TC-hsa-KIAA0232_0003	+	chr4	6824263	79
TC-hsa-KIAA0232_0004	+	chr4	6824263	79
TC-hsa-KIAA0232_0005	+	chr4	6824263	79
TC-hsa-KIAA0232_0006	+	chr4	6824263	79
TC-hsa-KIAA0232_0007	+	chr4	6824263	79
TC-hsa-KIAA0232_0008	+	chr4	6824263	79
TC-hsa-KIAA0232_0009	+	chr4	6824263	79
TC-hsa-WHSC1_0026	+	chr4	1900654	29
TC-hsa-KIAA0232_0010	+	chr4	6824263	79
TC-hsa-KIAA0232_0011	+	chr4	6824263	79
TC-hsa-KIAA0232_0012	+	chr4	6824263	79
TC-hsa-KIAA0232_0013	+	chr4	6824263	79
TC-hsa-KIAA0232_0014	+	chr4	6824263	79
TC-hsa-KIAA0232_0015	+	chr4	6824263	79
TC-hsa-KIAA0232_0016	+	chr4	6824263	79
TC-hsa-TFRC_0015	-	chr3	196077096	27
TC-hsa-STIM2_0002	+	chr4	26860899	209
TC-hsa-DHX15_0024	-	chr4	24584393	47
TC-hsa-STIM2_0001	+	chr4	26860899	209
TC-hsa-ANAPC4_0001	+	chr4	25377428	60
TC-hsa-UBE2K_0001	+	chr4	39698225	3
TC-hsa-UBE2K_0001	+	chr4	39698328	106
TC-hsa-UBE2K_0002	+	chr4	39698225	3
TC-hsa-UBE2K_0002	+	chr4	39698328	106
TC-hsa-PGM2_0001	+	chr4	37826733	20
TC-hsa-OCIAD2_0002	-	chr4	48904549	198
TC-hsa-KLHL5_0001	+	chr4	39076005	518
TC-hsa-TMEM33_0002	+	chr4	41935485	19
TC-hsa-KLHL5_0003	+	chr4	39076005	518
TC-hsa-KLF3_0003	+	chr4	38680626	40
TC-hsa-KLHL5_0004	+	chr4	39076005	515
TC-hsa-KLF3_0001	+	chr4	38680626	40
TC-hsa-KLF3_0002	+	chr4	38680626	40
TC-hsa-KLHL5_0002	+	chr4	39076005	518
TC-hsa-KLHL5_0005	+	chr4	39076005	41
TC-hsa-KLHL5_0006	+	chr4	39076005	41
TC-hsa-KLHL5_0007	+	chr4	39076005	41
TC-hsa-KLHL5_0008	+	chr4	39076005	41
TC-hsa-YTHDC1_0033	-	chr4	68349899	10
TC-hsa-RUFY3_0001	+	chr4	70722020	26
TC-hsa-RUFY3_0002	+	chr4	70722020	26
TC-hsa-RUFY3_0003	+	chr4	70722020	26
TC-hsa-RUFY3_0004	+	chr4	70722020	26
TC-hsa-G3BP2_0004	-	chr4	75662025	25
TC-hsa-G3BP2_0007	-	chr4	75662025	25
TC-hsa-G3BP2_0009	-	chr4	75662025	25
TC-hsa-G3BP2_0013	-	chr4	75662025	25
TC-hsa-G3BP2_0015	-	chr4	75662025	25
TC-hsa-G3BP2_0003	-	chr4	75662025	25
TC-hsa-G3BP2_0008	-	chr4	75662025	25
TC-hsa-G3BP2_0014	-	chr4	75662025	25
TC-hsa-LAMTOR3_0005	-	chr4	99887340	50
TC-hsa-KLHL8_0029	-	chr4	87195673	18
TC-hsa-PDLIM5_0001	+	chr4	94455289	43
TC-hsa-PDLIM5_0002	+	chr4	94455289	43
TC-hsa-G3BP2_0001	-	chr4	75662025	25
TC-hsa-G3BP2_0005	-	chr4	75662025	25
TC-hsa-G3BP2_0011	-	chr4	75662025	25
TC-hsa-USO1_0001	+	chr4	75724820	65
TC-hsa-KLHL8_0019	-	chr4	87195673	18
TC-hsa-KLHL8_0022	-	chr4	87195673	18
TC-hsa-KLHL8_0026	-	chr4	87195673	18
TC-hsa-KLHL8_0027	-	chr4	87195673	18
TC-hsa-KLHL8_0034	-	chr4	87195673	18
TC-hsa-HELQ_0086	-	chr4	83455752	44
TC-hsa-HELQ_0086	-	chr4	83455795	1
TC-hsa-PDLIM5_0003	+	chr4	94455289	43
TC-hsa-LAMTOR3_0003	-	chr4	99887340	50
TC-hsa-SMARCAD1_0009	+	chr4	94208395	50
TC-hsa-KLHL8_0010	-	chr4	87195673	18
TC-hsa-KLHL8_0033	-	chr4	87195673	18
TC-hsa-KLHL8_0035	-	chr4	87195673	18
TC-hsa-NUDT9_0004	+	chr4	87435024	44
TC-hsa-PDLIM5_0005	+	chr4	94455289	43
TC-hsa-UBE2D3_0011	-	chr4	102826617	20
TC-hsa-KLHL8_0011	-	chr4	87195673	18
TC-hsa-KLHL8_0030	-	chr4	87195673	12
TC-hsa-SMARCAD1_0001	+	chr4	94208395	50
TC-hsa-SMARCAD1_0004	+	chr4	94208395	50
TC-hsa-KLHL8_0017	-	chr4	87195673	18
TC-hsa-KLHL8_0031	-	chr4	87195673	18
TC-hsa-KLHL8_0002	-	chr4	87195673	18
TC-hsa-SMARCAD1_0005	+	chr4	94208395	50
TC-hsa-SMARCAD1_0006	+	chr4	94208395	50
TC-hsa-SMARCAD1_0007	+	chr4	94208395	50
TC-hsa-SMARCAD1_0008	+	chr4	94208395	50
TC-hsa-PDLIM5_0004	+	chr4	94455289	43
TC-hsa-KLHL8_0024	-	chr4	87195673	18
TC-hsa-NUDT9_0001	+	chr4	87435024	44
TC-hsa-NUDT9_0002	+	chr4	87435024	44
TC-hsa-NUDT9_0003	+	chr4	87435024	44
TC-hsa-KLHL8_0003	-	chr4	87195673	18
TC-hsa-KLHL8_0018	-	chr4	87195673	18
TC-hsa-KLHL8_0028	-	chr4	87195673	18
TC-hsa-KLHL8_0032	-	chr4	87195673	18
TC-hsa-SMARCAD1_0002	+	chr4	94208395	50
TC-hsa-KLHL8_0025	-	chr4	87195673	18
TC-hsa-LAMTOR3_0004	-	chr4	99887340	50
TC-hsa-AIMP1_0001	+	chr4	106325010	26
TC-hsa-AIMP1_0002	+	chr4	106325010	26
TC-hsa-AIMP1_0003	+	chr4	106325010	26
TC-hsa-AIMP1_0004	+	chr4	106325010	26
TC-hsa-SGMS2_0001	+	chr4	107895554	245
TC-hsa-SGMS2_0002	+	chr4	107895554	245
TC-hsa-SGMS2_0003	+	chr4	107895554	245
TC-hsa-SGMS2_0004	+	chr4	107895554	245
TC-hsa-SGMS2_0005	+	chr4	107895554	245
TC-hsa-SGMS2_0006	+	chr4	107895554	245
TC-hsa-RPL34_0001	+	chr4	108621959	1
TC-hsa-SMARCAD1_0003	+	chr4	94208395	50
TC-hsa-CCDC109B_0001	+	chr4	109660216	98
TC-hsa-CCDC109B_0002	+	chr4	109660216	98
TC-hsa-CCDC109B_0003	+	chr4	109660216	98
TC-hsa-CCDC109B_0004	+	chr4	109660216	98
TC-hsa-CCDC109B_0005	+	chr4	109660216	98
TC-hsa-CCDC109B_0006	+	chr4	109660216	22
TC-hsa-CCDC109B_0007	+	chr4	109660216	22
TC-hsa-PLA2G12A_0002	-	chr4	109729927	119
TC-hsa-GAR1_0001	+	chr4	109816165	13
TC-hsa-ANXA5_0007	-	chr4	121696948	26
TC-hsa-ELMOD2_0003	+	chr4	140525429	10
TC-hsa-ELMOD2_0007	+	chr4	140525429	10
TC-hsa-ARFIP1_0005	+	chr4	152829634	10
TC-hsa-ARFIP1_0009	+	chr4	152829634	10
TC-hsa-MAP9_0016	-	chr4	155375901	14
TC-hsa-SCOC_0002	+	chr4	140379135	15
TC-hsa-ABCE1_0001	+	chr4	145104412	27
TC-hsa-ELMOD2_0002	+	chr4	140525429	10
TC-hsa-ARFIP1_0003	+	chr4	152829634	10
TC-hsa-MAP9_0017	-	chr4	155375901	50
TC-hsa-SCOC_0001	+	chr4	140379135	15
TC-hsa-SCOC_0003	+	chr4	140379135	15
TC-hsa-ELMOD2_0006	+	chr4	140525429	10
TC-hsa-LSM6_0001	+	chr4	146182922	11
TC-hsa-LSM6_0002	+	chr4	146182922	11
TC-hsa-ARFIP1_0007	+	chr4	152829634	10
TC-hsa-ARFIP1_0006	+	chr4	152829634	10
TC-hsa-ARFIP1_0012	+	chr4	152829634	10
TC-hsa-ARFIP1_0014	+	chr4	152829634	10
TC-hsa-ABCE1_0002	+	chr4	145104412	27
TC-hsa-ABCE1_0003	+	chr4	145104412	27
TC-hsa-TMEM184C_0001	+	chr4	147617442	16
TC-hsa-ELMOD2_0001	+	chr4	140525429	10
TC-hsa-ELMOD2_0004	+	chr4	140525429	10
TC-hsa-ELMOD2_0005	+	chr4	140525429	10
TC-hsa-ARFIP1_0004	+	chr4	152829634	10
TC-hsa-ARFIP1_0008	+	chr4	152829634	10
TC-hsa-ARFIP1_0010	+	chr4	152829634	10
TC-hsa-TMEM184C_0002	+	chr4	147617442	16
TC-hsa-TMEM184C_0003	+	chr4	147617442	16
TC-hsa-TMEM184C_0003	+	chr4	147617623	197
TC-hsa-RPS3A_0001	+	chr4	151104220	44
TC-hsa-NAF1_0015	-	chr4	163166799	31
TC-hsa-ARFIP1_0001	+	chr4	152829634	10
TC-hsa-ARFIP1_0002	+	chr4	152829634	10
TC-hsa-ARFIP1_0011	+	chr4	152829634	10
TC-hsa-ARFIP1_0013	+	chr4	152829634	10
TC-hsa-TENM3_0022	+	chr4	182600990	67
TC-hsa-TENM3_0023	+	chr4	182600990	67
TC-hsa-TENM3_0024	+	chr4	182600990	67
TC-hsa-TENM3_0025	+	chr4	182600990	67
TC-hsa-TENM3_0026	+	chr4	182600990	67
TC-hsa-TENM3_0029	+	chr4	182600990	67
TC-hsa-TENM3_0030	+	chr4	182600990	67
TC-hsa-TENM3_0031	+	chr4	182600990	67
TC-hsa-TENM3_0032	+	chr4	182600990	67
TC-hsa-TENM3_0033	+	chr4	182600990	67
TC-hsa-TENM3_0034	+	chr4	182600990	67
TC-hsa-TENM3_0035	+	chr4	182600990	67
TC-hsa-TENM3_0036	+	chr4	182600990	67
TC-hsa-TENM3_0038	+	chr4	182600990	67
TC-hsa-TENM3_0039	+	chr4	182600990	67
TC-hsa-TENM3_0027	+	chr4	182600990	67
TC-hsa-CDKN2AIP_0001	+	chr4	183444798	196
TC-hsa-TRAPPC11_0002	+	chr4	183663868	22
TC-hsa-TRAPPC11_0003	+	chr4	183663868	22
TC-hsa-TRAPPC11_0007	+	chr4	183663868	22
TC-hsa-TRAPPC11_0008	+	chr4	183663868	22
TC-hsa-TRAPPC11_0009	+	chr4	183663868	22
TC-hsa-TRAPPC11_0011	+	chr4	183663868	22
TC-hsa-TRAPPC11_0004	+	chr4	183663868	22
TC-hsa-TRAPPC11_0005	+	chr4	183663868	22
TC-hsa-TRAPPC11_0006	+	chr4	183663868	22
TC-hsa-TRAPPC11_0010	+	chr4	183663868	22
TC-hsa-HMGB2_0006	-	chr4	173333649	21
TC-hsa-HMGB2_0007	-	chr4	173333649	101
TC-hsa-HMGB2_0008	-	chr4	173333649	131
TC-hsa-HMGB2_0008	-	chr4	173334360	22
TC-hsa-MTRR_0002	+	chr5	7870794	25
TC-hsa-MTRR_0005	+	chr5	7870794	25
TC-hsa-TENM3_0037	+	chr4	182600990	67
TC-hsa-CMBL_0003	-	chr5	10290762	20
TC-hsa-ACSL1_0035	-	chr4	184803515	32
TC-hsa-ACSL1_0037	-	chr4	184803515	32
TC-hsa-ACSL1_0039	-	chr4	184803515	32
TC-hsa-ACSL1_0041	-	chr4	184803515	32
TC-hsa-ACSL1_0042	-	chr4	184803515	32
TC-hsa-ACSL1_0029	-	chr4	184803515	32
TC-hsa-ACSL1_0040	-	chr4	184803515	32
TC-hsa-ACSL1_0043	-	chr4	184803515	32
TC-hsa-SDHA_0004	+	chr5	224388	116
TC-hsa-NUP155_0064	-	chr5	37351303	218
TC-hsa-NUP155_0101	-	chr5	37351303	218
TC-hsa-NUP155_0113	-	chr5	37351303	13
TC-hsa-ACSL1_0036	-	chr4	184803515	32
TC-hsa-ACSL1_0025	-	chr4	184803515	32
TC-hsa-TRAPPC11_0001	+	chr4	183663868	22
TC-hsa-SDHA_0002	+	chr5	224388	116
TC-hsa-SDHA_0003	+	chr5	224388	116
TC-hsa-BRIX1_0001	+	chr5	34915763	25
TC-hsa-DNAJC21_0001	+	chr5	34929644	33
TC-hsa-DNAJC21_0001	+	chr5	34929820	209
TC-hsa-TENM3_0028	+	chr4	182600990	67
TC-hsa-RAD1_0004	-	chr5	34914892	1421
TC-hsa-RAD1_0004	-	chr5	34915457	1310
TC-hsa-NUP155_0084	-	chr5	37351303	147
TC-hsa-MTRR_0001	+	chr5	7870794	25
TC-hsa-MTRR_0003	+	chr5	7870794	25
TC-hsa-NUP155_0115	-	chr5	37351303	147
TC-hsa-EXOC3_0002	+	chr5	446206	57
TC-hsa-NUP155_0122	-	chr5	37351303	218
TC-hsa-NUP155_0129	-	chr5	37351303	218
TC-hsa-ACSL1_0024	-	chr4	184803515	20
TC-hsa-MTRR_0004	+	chr5	7870794	25
TC-hsa-LIFR_0017	-	chr5	38530644	23
TC-hsa-SDHA_0001	+	chr5	224388	116
TC-hsa-LIFR_0062	-	chr5	38530644	23
TC-hsa-OSMR_0005	+	chr5	38869045	14
TC-hsa-EXOC3_0001	+	chr5	446206	57
TC-hsa-ACSL1_0038	-	chr4	184803515	32
TC-hsa-NUP155_0120	-	chr5	37351303	54
TC-hsa-NUP155_0124	-	chr5	37351303	54
TC-hsa-LIFR_0003	-	chr5	38530644	23
TC-hsa-LIFR_0024	-	chr5	38530644	23
TC-hsa-LIFR_0046	-	chr5	38530644	23
